"","id","issue","rcid","file id","comment","status","unit"
"293",353,"none of the hq submission dates (planned/received) available","NER1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NER1802_infrastructure_mapping_M&E_1</a>","","","research design"
"294",354,"none of the hq submission dates (planned/received) available","NER1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NER1802_infrastructure_mapping_LL_1</a>","","","research design"
"295",355,"none of the hq submission dates (planned/received) available","NER1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NER1804_Pilot_Chetimari_M&E_1</a>","","","research design"
"296",356,"none of the hq submission dates (planned/received) available","NER1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NER1804_Pilot_Chetimari_LL_1</a>","","","research design"
"297",357,"none of the hq submission dates (planned/received) available","NER1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NER1805_SNFI_Assessment_Diffa_M&E_1</a>","","","research design"
"298",358,"none of the hq submission dates (planned/received) available","NER1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NER1805_SNFI_Assessment_Diffa_LL_1</a>","","","research design"
"299",360,"none of the hq submission dates (planned/received) available","NER1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NER1806_IDP Refugee Protection Diffa_LL_1</a>","","","research design"
"300",380,"none of the hq submission dates (planned/received) available","NGA1701b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1701b_LGA_Settlement_Profiling_Map_6</a>","","","GIS"
"301",381,"none of the hq submission dates (planned/received) available","NGA1701b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1701b_LGA_Settlement_Profiling_M&E_1</a>","","","research design"
"302",382,"none of the hq submission dates (planned/received) available","NGA1701b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1701b_LGA_Settlement_Profiling_LL_1</a>","","","research design"
"303",383,"none of the hq submission dates (planned/received) available","NGA1701b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1701b_LGA_Settlement_Profiling_Factsheet_6</a>","","","reporting"
"304",389,"none of the hq submission dates (planned/received) available","NGA1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1804_MSNA_Northeast_Nigeria_M&E_1</a>","","","research design"
"305",390,"none of the hq submission dates (planned/received) available","NGA1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1804_MSNA_Northeast_Nigeria_LL_1</a>","","","research design"
"306",391,"none of the hq submission dates (planned/received) available","NGA1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>MSNA 2018 Sectoral factsheets</a>","","","reporting"
"307",408,"none of the hq submission dates (planned/received) available","NGA1806b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1806a_DFID_TPM_Protection_TBC</a>","","","other"
"308",411,"none of the hq submission dates (planned/received) available","NGA1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1808_Arrivals_assessment_M&E_1</a>","","","research design"
"309",412,"none of the hq submission dates (planned/received) available","NGA1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1808_Arrivals_assessment_LL_1</a>","","","research design"
"310",415,"none of the hq submission dates (planned/received) available","NGA1809","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1809_HTR_asessment_Report_1</a>","One overall report compiling all monthly data","","reporting"
"311",416,"none of the hq submission dates (planned/received) available","NGA1809","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1809_HTR_asessment_M&E_1</a>","","","research design"
"312",417,"none of the hq submission dates (planned/received) available","NGA1809","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>NGA1809_HTR_asessment_LL_1</a>","","","research design"
"313",422,"none of the hq submission dates (planned/received) available","OPT1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>OPT1801_Shelter_response_evaluation_LL_1</a>","","with field","research design"
"314",424,"none of the hq submission dates (planned/received) available","SOM1704c","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1704c_DSRIS_Social_Cohesion_TOR_1</a>","","","research design"
"315",425,"none of the hq submission dates (planned/received) available","SOM1704c","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1704c_DSRIS_Social_Cohesion_M&E_1</a>","","","research design"
"316",426,"none of the hq submission dates (planned/received) available","SOM1704c","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1704c_DSRIS_Social_Cohesion_LL_1</a>","","","research design"
"317",427,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1705_WPM_M&E_1</a>","","","research design"
"318",428,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1705_WPM_LL_1</a>","","","research design"
"319",429,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>Water Price Monitoring December 2018</a>","","","reporting"
"320",430,"none of the hq submission dates (planned/received) available","SOM1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>Water Price Monitoring November 2018</a>","","with field","reporting"
"321",431,"none of the hq submission dates (planned/received) available","SOM1706","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1706_SIRNA_TOR_1</a>","","pending","research design"
"322",436,"none of the hq submission dates (planned/received) available","SOM1707","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1707_CCCM_Detailed_Site_Assessment data</a>","","","data"
"323",443,"none of the hq submission dates (planned/received) available","SOM1707b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1707b_CCCM_Comprehensive_Site_Assessment_TOR_1</a>","Next round planned for February 2019","pending","research design"
"324",444,"none of the hq submission dates (planned/received) available","SOM1707b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1707b_CCCM_Comprehensive_Site_Assessment_M&E_1</a>","","","research design"
"325",445,"none of the hq submission dates (planned/received) available","SOM1707b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1707b_CCCM_Comprehensive_Site_Assessment_LL_1</a>","","","research design"
"326",447,"none of the hq submission dates (planned/received) available","SOM1707b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1707b_CCCM_Comprehensive_Site_Assessment R script</a>","","2 with HQ","data"
"327",450,"none of the hq submission dates (planned/received) available","SOM1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1802_Shelter_NFI_Market_Assessment_M&E_1</a>","","","research design"
"328",451,"none of the hq submission dates (planned/received) available","SOM1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1802_Shelter_NFI_Market_Assessment_LL_1</a>","","","research design"
"329",453,"none of the hq submission dates (planned/received) available","SOM1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1804_JMCNA_M&E_1</a>","","","research design"
"330",454,"none of the hq submission dates (planned/received) available","SOM1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1804_JMCNA_LL_1</a>","","","research design"
"331",456,"none of the hq submission dates (planned/received) available","SOM1805a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1805a_DSIRS_Monthly_Assessment_M&E_1</a>","","","research design"
"332",457,"none of the hq submission dates (planned/received) available","SOM1805a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1805a_DSIRS_Monthly_Assessment_LL_1</a>","","","research design"
"333",475,"none of the hq submission dates (planned/received) available","SOM1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1806_Cash_Consortium_Mini_Studies_Report_2</a>","","","reporting"
"334",476,"none of the hq submission dates (planned/received) available","SOM1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1806_Cash_Consortium_Mini_Studies_Data_r2</a>","","","data"
"335",477,"none of the hq submission dates (planned/received) available","SOM1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1806_Cash_Consortium_Mini_Studies analysis r2</a>","","","data"
"336",482,"none of the hq submission dates (planned/received) available","SOM1807","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1807_Expenditure_Partners_Assessment_M&E_1</a>","","","research design"
"337",483,"none of the hq submission dates (planned/received) available","SOM1807","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1807_Expenditure_Partners_Assessment_LL_1</a>","","","research design"
"338",505,"none of the hq submission dates (planned/received) available","SOM1901","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1901_Somalia_AOK_Data_1_Feb2019</a>","","","data"
"339",506,"none of the hq submission dates (planned/received) available","SOM1901","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1901_Somalia_AOK_Analysis_1_Feb2019</a>","","","data"
"340",507,"none of the hq submission dates (planned/received) available","SOM1901","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1901_Somalia_AOK_Presentation_1_Feb2019</a>","1 preliminary, 1 final","","reporting"
"341",508,"none of the hq submission dates (planned/received) available","SOM1901","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1901_Somalia_AOK_Factsheet_1_Feb2019</a>","1 per sector","","reporting"
"342",509,"none of the hq submission dates (planned/received) available","SOM1901","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1901_Somalia_AOK_M&E_1</a>","","","research design"
"343",510,"none of the hq submission dates (planned/received) available","SOM1901","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1901_Somalia_AOK_LL_1</a>","","","research design"
"344",511,"none of the hq submission dates (planned/received) available","SSD?","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4></a>","","","research design"
"345",512,"none of the hq submission dates (planned/received) available","SSD1701","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701_AoK_Situation_Monitoring_M&E_1</a>","","","research design"
"346",513,"none of the hq submission dates (planned/received) available","SSD1701","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701_AoK_Situation_Monitoring_LL_1</a>","","","research design"
"347",514,"none of the hq submission dates (planned/received) available","SSD1701","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>Country-wide WASH baseline (based on FSNMS data) FS</a>","","with field","reporting"
"348",515,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Central and Eastern Equatoria Q4 2018 SO</a>","","","other"
"349",516,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK GBeG Q3 2018 SO</a>","","","other"
"350",517,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK GBeG Q4 2018 SO</a>","","","other"
"351",519,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Jonglei Q4 2018 SO</a>","","","other"
"352",520,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Lakes State Q4 2018 SO</a>","","","other"
"353",521,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Unity Q4 2018 SO</a>","","","other"
"354",522,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Upper Nile Q4 2018 SO</a>","","","other"
"355",523,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Western Equatoria Q3 2018 SO</a>","","","other"
"356",524,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Western Equatoria Q4 2018 SO</a>","","","other"
"357",525,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701a_AoK_Quarterly_Situation_Overview_Greater Bahr el Ghazal_JulySept_Output_1</a>","","","other"
"358",526,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Sectoral factsheets December 2018</a>","","","reporting"
"359",528,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Central and Eastern Equatoria Q4 2018 SO</a>","","","GIS"
"360",530,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK GBeG Q4 2018 SO</a>","","","GIS"
"361",532,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Jonglei Q4 2018 SO</a>","","","GIS"
"362",533,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Lakes State Q4 2018 SO</a>","","","GIS"
"363",534,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Unity Q4 2018 SO</a>","","","GIS"
"364",535,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Upper Nile Q4 2018 SO</a>","","","GIS"
"365",536,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Western Equatoria Q3 2018 SO</a>","","","GIS"
"366",537,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AoK Western Equatoria Q4 2018 SO</a>","","","GIS"
"367",540,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701a_FSL Analysis (ad hoc) 2/2_7 - 42 counties_analysis</a>","","1 not received","data"
"368",551,"none of the hq submission dates (planned/received) available","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701a_FSL Analysis (ad hoc) 2/2_7 - 42 counties_analysis</a>","","1 not received","data"
"369",563,"none of the hq submission dates (planned/received) available","SSD1703b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4></a>","","pending","research design"
"370",566,"none of the hq submission dates (planned/received) available","SSD1704","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1704_Refugees_TOR_1</a>","","pending","research design"
"371",569,"none of the hq submission dates (planned/received) available","SSD1704","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1704_Refugees data/analysis</a>","","","data"
"372",570,"none of the hq submission dates (planned/received) available","SSD1707","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1707_Regional_Migration_M&E_1</a>","","","research design"
"373",571,"none of the hq submission dates (planned/received) available","SSD1707","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1707_Regional_Migration_LL1</a>","","","research design"
"374",573,"none of the hq submission dates (planned/received) available","SSD1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>Akobo Port Monitoring December 2018</a>","","","reporting"
"375",577,"none of the hq submission dates (planned/received) available","SSD1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>Kapoeta Road Monitoring December 2018</a>","","","reporting"
"376",579,"none of the hq submission dates (planned/received) available","SSD1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>Yambio Road Monitoring December 2018</a>","","","reporting"
"377",581,"none of the hq submission dates (planned/received) available","SSD1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1708_PRM_8 - Yambio_data / analysis</a>","","1 not received","data"
"378",582,"none of the hq submission dates (planned/received) available","SSD1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1708_PRM_12 - Kapoeta_data / analysis</a>","","","data"
"379",583,"none of the hq submission dates (planned/received) available","SSD1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1708_PRM_12 - Yambio_data / analysis</a>","","","data"
"380",584,"none of the hq submission dates (planned/received) available","SSD1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1708_PRM_12 - Akobo_data / analysis</a>","","","data"
"381",585,"none of the hq submission dates (planned/received) available","SSD1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1708_PRM_12 - Renk data / analysis</a>","","","data"
"382",588,"none of the hq submission dates (planned/received) available","SSD1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1802_UNHCR_MSNA_Final_Presentation_1</a>","","","reporting"
"383",589,"none of the hq submission dates (planned/received) available","SSD1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1802_UNHCR_MSNA_Preliminary_Presentation_1</a>","","","reporting"
"384",596,"none of the hq submission dates (planned/received) available","SSD1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1805_Market_Assessment_Final_Presentation_1</a>","","","reporting"
"385",597,"none of the hq submission dates (planned/received) available","SSD1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1805_Market_Assessment_Preliminary_Presentation_1</a>","","","reporting"
"386",606,"none of the hq submission dates (planned/received) available","SSD1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1806_Maridi_Livelihoods_Map_1</a>","","","GIS"
"387",612,"none of the hq submission dates (planned/received) available","SSD1807a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1807_FSL Rapid Assessment_Aweil_North </a>","","","other"
"388",613,"none of the hq submission dates (planned/received) available","SSD1807a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1807_FSL Rapid Assessment_Aweil_North</a>","","","other"
"389",614,"none of the hq submission dates (planned/received) available","SSD1807a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1807_FSL Rapid Assessment_Aweil_North</a>","","","other"
"390",615,"none of the hq submission dates (planned/received) available","SSD1807a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1807_FSL Rapid Assessment_Aweil_North</a>","","","reporting"
"391",616,"none of the hq submission dates (planned/received) available","SSD1807a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1807_FSL Rapid Assessment_Aweil_North</a>","","","other"
